FROM,TO,Work trips SOV,Work trips HOV,Work trips Transit,Non-work SOV,Non-work HOV,Non-work Transit,All SOV,All HOV,All Transit,Work trips All,Non-work All,All Trips
Airport,NPaulding,24,1,0,3,4,0,27,5,0,25,7,32
Airport,WPaulding,10,3,0,0,1,0,10,4,0,13,1,14
Airport,EPaulding,187,24,9,12,14,0,199,38,9,220,26,246
Airport,NSpalding,137,25,1,13,30,0,150,55,1,163,43,206
Airport,SSpalding,83,6,0,7,8,0,90,14,0,89,15,104
Airport,WWalton,40,4,1,4,10,0,44,14,1,45,14,59
Airport,EWalton,12,1,0,3,1,0,15,2,0,13,4,17
NEClayton,NFulton,114,16,3,24,44,2,138,60,5,133,70,203
NEClayton,Roswell,67,16,1,18,41,1,85,57,2,84,60,144
NEClayton,SandySprings,418,104,31,69,163,9,487,267,40,553,241,794
NEClayton,Buckhead,893,235,64,171,580,24,1064,815,88,1192,775,1967
NEClayton,NWAtlanta,570,116,15,146,426,5,716,542,20,701,577,1278
NEClayton,NEAtlanta,1490,306,125,661,1656,119,2151,1962,244,1921,2436,4357
NEClayton,SWAtlanta,1012,246,38,522,1363,79,1534,1609,117,1296,1964,3260
NEClayton,CBDAtlanta,1764,367,400,745,2045,259,2509,2412,659,2531,3049,5580
NEClayton,SEAtlanta,2477,515,35,2871,7159,95,5348,7674,130,3027,10125,13152
NEClayton,SFulton,497,100,5,145,318,2,642,418,7,602,465,1067
NEClayton,Tri-Cities,3138,624,56,2222,4934,68,5360,5558,124,3818,7224,11042
NEClayton,Shannon,1319,297,2,729,1916,23,2048,2213,25,1618,2668,4286
NEClayton,WCherokee,4,0,0,0,5,0,4,5,0,4,5,9
NEClayton,NCherokee,2,0,0,0,0,0,2,0,0,2,0,2
NEClayton,ECentCherokee,21,6,0,9,45,0,30,51,0,27,54,81
NEClayton,Woodstock,42,17,0,10,9,0,52,26,0,59,19,78
NEClayton,Airport,2823,499,73,2360,3853,34,5183,4352,107,3395,6247,9642
NEClayton,NEClayton,21378,4428,98,38632,92451,467,60010,96879,565,25904,131550,157454
NEClayton,Riverdale,3912,846,28,5350,14380,162,9262,15226,190,4786,19892,24678
NEClayton,SClayton,6603,1411,45,8750,22483,136,15353,23894,181,8059,31369,39428
NEClayton,NWCobb,162,41,1,32,128,0,194,169,1,204,160,364
NEClayton,NECobb,150,48,1,44,101,0,194,149,1,199,145,344
NEClayton,SWCobb,125,22,0,25,81,0,150,103,0,147,106,253
NEClayton,Marietta,134,52,2,40,32,3,174,84,5,188,75,263
NEClayton,Cumberland,525,165,4,62,154,4,587,319,8,694,220,914
NEClayton,SCobb,293,66,2,61,162,0,354,228,2,361,223,584
NEClayton,Chamblee,508,143,33,99,247,13,607,390,46,684,359,1043
NEClayton,NWDeKalb,956,201,18,359,858,13,1315,1059,31,1175,1230,2405
NEClayton,NEDeKalb,754,141,11,177,483,11,931,624,22,906,671,1577
NEClayton,Atlanta-DeKalb,318,70,9,259,725,13,577,795,22,397,997,1394
NEClayton,Decatur,225,47,15,153,273,13,378,320,28,287,439,726
NEClayton,SWDeKalb,1033,233,12,701,1990,26,1734,2223,38,1278,2717,3995
NEClayton,SEDeKalb,715,139,1,205,595,5,920,734,6,855,805,1660
NEClayton,SDeKalb,2763,567,5,2471,7157,22,5234,7724,27,3335,9650,12985
NEClayton,WDouglas,224,31,0,34,86,0,258,117,0,255,120,375
NEClayton,EDouglas,275,46,1,39,126,2,314,172,3,322,167,489
NEClayton,WFayette,723,132,2,184,302,1,907,434,3,857,487,1344
NEClayton,EFayette,1340,215,2,602,1607,8,1942,1822,10,1557,2217,3774
NEClayton,NGwinnett,77,15,0,13,29,0,90,44,0,92,42,134
NEClayton,CentGwinnett,229,62,2,51,115,2,280,177,4,293,168,461
NEClayton,EGwinnett,56,8,0,11,9,1,67,17,1,64,21,85
NEClayton,Norcross,322,90,1,43,103,2,365,193,3,413,148,561
NEClayton,Lilburn,164,29,0,37,86,0,201,115,0,193,123,316
NEClayton,Snellville,231,39,0,46,89,3,277,128,3,270,138,408
NEClayton,NHenry,3797,819,10,4001,12254,19,7798,13073,29,4626,16274,20900
NEClayton,EHenry,1151,234,0,425,1574,1,1576,1808,1,1385,2000,3385
NEClayton,SHenry,2496,477,5,772,2302,8,3268,2779,13,2978,3082,6060
NEClayton,SRockdale,501,96,1,148,449,0,649,545,1,598,597,1195
NEClayton,NRockdale,348,76,1,61,85,2,409,161,3,425,148,573
NEClayton,NBarrow,5,0,0,0,11,0,5,11,0,5,11,16
NEClayton,SBarrow,8,0,0,3,2,0,11,2,0,8,5,13
NEClayton,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NEClayton,NEBartow,1,2,0,0,0,0,1,2,0,3,0,3
NEClayton,SWBartow,1,1,0,0,8,0,1,9,0,2,8,10
NEClayton,Cartersville,7,6,0,1,6,0,8,12,0,13,7,20
NEClayton,NECarroll,37,6,0,6,29,0,43,35,0,43,35,78
NEClayton,WCarroll,5,1,0,4,0,0,9,1,0,6,4,10
NEClayton,CentralCarroll,64,16,0,10,20,0,74,36,0,80,30,110
NEClayton,SECarroll,9,1,0,2,1,0,11,2,0,10,3,13
NEClayton,WCoweta,89,16,0,7,73,0,96,89,0,105,80,185
NEClayton,NCoweta,575,99,2,80,183,4,655,282,6,676,267,943
NEClayton,SCoweta,50,8,0,11,10,0,61,18,0,58,21,79
NEClayton,SECoweta,174,29,0,33,65,1,207,94,1,203,99,302
NEClayton,NForsyth,1,0,0,0,15,0,1,15,0,1,15,16
NEClayton,Cumming,10,2,0,4,6,0,14,8,0,12,10,22
NEClayton,SForsyth,27,2,0,5,31,0,32,33,0,29,36,65
NEClayton,NHall,0,0,0,0,17,0,0,17,0,0,17,17
NEClayton,Gainesville,1,0,0,1,0,0,2,0,0,1,1,2
NEClayton,SHall,7,3,0,3,2,0,10,5,0,10,5,15
NEClayton,WNewton,505,119,0,79,190,3,584,309,3,624,272,896
NEClayton,ENewton,25,2,0,11,36,0,36,38,0,27,47,74
NEClayton,NPaulding,17,9,0,8,11,0,25,20,0,26,19,45
NEClayton,WPaulding,13,6,0,1,5,0,14,11,0,19,6,25
NEClayton,EPaulding,116,20,0,18,89,0,134,109,0,136,107,243
NEClayton,NSpalding,464,74,0,76,210,0,540,284,0,538,286,824
NEClayton,SSpalding,254,46,0,35,67,0,289,113,0,300,102,402
NEClayton,WWalton,86,10,0,20,34,0,106,44,0,96,54,150
NEClayton,EWalton,42,7,0,13,9,0,55,16,0,49,22,71
Riverdale,NFulton,40,12,2,15,27,4,55,39,6,54,46,100
Riverdale,Roswell,29,8,0,9,34,0,38,42,0,37,43,80
Riverdale,SandySprings,284,76,40,34,136,9,318,212,49,400,179,579
Riverdale,Buckhead,635,173,87,97,312,10,732,485,97,895,419,1314
Riverdale,NWAtlanta,407,97,31,88,238,22,495,335,53,535,348,883
Riverdale,NEAtlanta,1196,290,224,287,667,116,1483,957,340,1710,1070,2780
Riverdale,SWAtlanta,779,163,43,354,843,88,1133,1006,131,985,1285,2270
Riverdale,CBDAtlanta,1641,337,840,337,1127,485,1978,1464,1325,2818,1949,4767
Riverdale,SEAtlanta,959,214,33,695,2081,107,1654,2295,140,1206,2883,4089
Riverdale,SFulton,350,71,0,177,734,0,527,805,0,421,911,1332
Riverdale,Tri-Cities,2143,416,50,1121,3547,71,3264,3963,121,2609,4739,7348
Riverdale,Shannon,1752,395,8,2739,8821,45,4491,9216,53,2155,11605,13760
Riverdale,WCherokee,1,0,0,1,3,0,2,3,0,1,4,5
Riverdale,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale,ECentCherokee,4,1,0,1,4,0,5,5,0,5,5,10
Riverdale,Woodstock,19,4,0,5,33,0,24,37,0,23,38,61
Riverdale,Airport,3332,583,173,2888,6490,103,6220,7073,276,4088,9481,13569
Riverdale,NEClayton,3780,798,33,5347,14959,154,9127,15757,187,4611,20460,25071
Riverdale,Riverdale,7834,1762,73,24671,69361,405,32505,71123,478,9669,94437,104106
Riverdale,SClayton,3240,712,31,5167,15919,81,8407,16631,112,3983,21167,25150
Riverdale,NWCobb,50,14,2,14,24,0,64,38,2,66,38,104
Riverdale,NECobb,69,14,0,26,59,2,95,73,2,83,87,170
Riverdale,SWCobb,45,7,0,18,25,0,63,32,0,52,43,95
Riverdale,Marietta,108,18,2,20,39,4,128,57,6,128,63,191
Riverdale,Cumberland,386,86,15,46,207,6,432,293,21,487,259,746
Riverdale,SCobb,223,40,3,49,87,0,272,127,3,266,136,402
Riverdale,Chamblee,343,101,35,53,111,19,396,212,54,479,183,662
Riverdale,NWDeKalb,545,128,26,109,228,25,654,356,51,699,362,1061
Riverdale,NEDeKalb,264,66,11,83,58,12,347,124,23,341,153,494
Riverdale,Atlanta-DeKalb,140,25,9,36,111,6,176,136,15,174,153,327
Riverdale,Decatur,104,22,10,29,76,9,133,98,19,136,114,250
Riverdale,SWDeKalb,281,63,7,113,321,9,394,384,16,351,443,794
Riverdale,SEDeKalb,160,32,7,46,141,1,206,173,8,199,188,387
Riverdale,SDeKalb,438,106,6,254,512,7,692,618,13,550,773,1323
Riverdale,WDouglas,100,20,0,26,104,0,126,124,0,120,130,250
Riverdale,EDouglas,128,34,1,29,146,1,157,180,2,163,176,339
Riverdale,WFayette,625,104,1,342,1142,2,967,1246,3,730,1486,2216
Riverdale,EFayette,1776,345,2,2612,7825,6,4388,8170,8,2123,10443,12566
Riverdale,NGwinnett,14,3,0,6,9,0,20,12,0,17,15,32
Riverdale,CentGwinnett,52,21,3,20,38,1,72,59,4,76,59,135
Riverdale,EGwinnett,12,2,0,5,16,0,17,18,0,14,21,35
Riverdale,Norcross,122,45,4,12,32,1,134,77,5,171,45,216
Riverdale,Lilburn,33,7,0,7,35,0,40,42,0,40,42,82
Riverdale,Snellville,32,10,0,11,70,0,43,80,0,42,81,123
Riverdale,NHenry,638,149,0,521,1721,1,1159,1870,1,787,2243,3030
Riverdale,EHenry,208,36,0,91,344,0,299,380,0,244,435,679
Riverdale,SHenry,717,133,1,317,1025,1,1034,1158,2,851,1343,2194
Riverdale,SRockdale,67,9,0,19,82,0,86,91,0,76,101,177
Riverdale,NRockdale,70,15,0,14,17,1,84,32,1,85,32,117
Riverdale,NBarrow,0,1,0,0,0,0,0,1,0,1,0,1
Riverdale,SBarrow,0,0,0,2,1,0,2,1,0,0,3,3
Riverdale,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale,SWBartow,1,0,0,0,1,0,1,1,0,1,1,2
Riverdale,Cartersville,4,1,0,5,1,0,9,2,0,5,6,11
Riverdale,NECarroll,16,2,1,9,11,0,25,13,1,19,20,39
Riverdale,WCarroll,4,0,0,3,1,0,7,1,0,4,4,8
Riverdale,CentralCarroll,26,2,0,12,43,0,38,45,0,28,55,83
Riverdale,SECarroll,6,1,0,0,11,0,6,12,0,7,11,18
Riverdale,WCoweta,57,7,0,16,27,0,73,34,0,64,43,107
Riverdale,NCoweta,360,76,0,112,316,0,472,392,0,436,428,864
Riverdale,SCoweta,17,5,0,3,31,0,20,36,0,22,34,56
Riverdale,SECoweta,99,15,0,44,98,0,143,113,0,114,142,256
Riverdale,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale,Cumming,0,1,0,3,1,0,3,2,0,1,4,5
Riverdale,SForsyth,8,0,1,6,7,0,14,7,1,9,13,22
Riverdale,NHall,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale,Gainesville,0,2,0,0,1,0,0,3,0,2,1,3
Riverdale,SHall,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale,WNewton,87,21,0,25,112,0,112,133,0,108,137,245
Riverdale,ENewton,7,0,0,2,0,0,9,0,0,7,2,9
Riverdale,NPaulding,3,1,0,3,1,0,6,2,0,4,4,8
Riverdale,WPaulding,7,1,0,0,3,0,7,4,0,8,3,11
Riverdale,EPaulding,35,5,0,14,21,0,49,26,0,40,35,75
Riverdale,NSpalding,169,31,0,54,175,0,223,206,0,200,229,429
Riverdale,SSpalding,112,21,0,37,117,0,149,138,0,133,154,287
Riverdale,WWalton,9,1,0,6,22,0,15,23,0,10,28,38
Riverdale,EWalton,3,2,0,3,1,0,6,3,0,5,4,9
SClayton,NFulton,43,13,1,7,13,0,50,26,1,57,20,77
SClayton,Roswell,26,9,1,10,33,0,36,42,1,36,43,79
SClayton,SandySprings,280,52,14,41,80,7,321,132,21,346,128,474
SClayton,Buckhead,478,157,40,72,278,4,550,435,44,675,354,1029
SClayton,NWAtlanta,327,90,6,37,145,1,364,235,7,423,183,606
SClayton,NEAtlanta,764,181,50,217,530,42,981,711,92,995,789,1784
SClayton,SWAtlanta,477,92,9,175,345,16,652,437,25,578,536,1114
SClayton,CBDAtlanta,971,235,223,270,749,111,1241,984,334,1429,1130,2559
SClayton,SEAtlanta,828,166,11,367,1056,27,1195,1222,38,1005,1450,2455
SClayton,SFulton,223,45,2,69,153,0,292,198,2,270,222,492
SClayton,Tri-Cities,1325,289,24,355,1087,13,1680,1376,37,1638,1455,3093
SClayton,Shannon,869,192,1,595,1618,5,1464,1810,6,1062,2218,3280
SClayton,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SClayton,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SClayton,ECentCherokee,4,1,0,2,18,0,6,19,0,5,20,25
SClayton,Woodstock,9,1,0,4,14,0,13,15,0,10,18,28
SClayton,Airport,1359,272,66,359,1046,11,1718,1318,77,1697,1416,3113
SClayton,NEClayton,6319,1324,52,8761,22622,138,15080,23946,190,7695,31521,39216
SClayton,Riverdale,3166,712,23,5136,15982,85,8302,16694,108,3901,21203,25104
SClayton,SClayton,14964,3151,45,30815,78537,171,45779,81688,216,18160,109523,127683
SClayton,NWCobb,55,12,0,22,82,2,77,94,2,67,106,173
SClayton,NECobb,79,17,0,19,24,0,98,41,0,96,43,139
SClayton,SWCobb,37,8,0,14,39,0,51,47,0,45,53,98
SClayton,Marietta,81,29,1,20,21,2,101,50,3,111,43,154
SClayton,Cumberland,335,84,1,49,116,0,384,200,1,420,165,585
SClayton,SCobb,125,31,0,32,129,0,157,160,0,156,161,317
SClayton,Chamblee,277,74,8,32,98,3,309,172,11,359,133,492
SClayton,NWDeKalb,396,98,6,102,261,6,498,359,12,500,369,869
SClayton,NEDeKalb,282,75,0,88,121,3,370,196,3,357,212,569
SClayton,Atlanta-DeKalb,128,14,2,60,198,5,188,212,7,144,263,407
SClayton,Decatur,75,11,4,27,66,4,102,77,8,90,97,187
SClayton,SWDeKalb,285,66,5,107,252,2,392,318,7,356,361,717
SClayton,SEDeKalb,167,37,2,61,116,0,228,153,2,206,177,383
SClayton,SDeKalb,686,182,1,366,942,0,1052,1124,1,869,1308,2177
SClayton,WDouglas,94,15,0,22,40,0,116,55,0,109,62,171
SClayton,EDouglas,92,25,1,20,96,1,112,121,2,118,117,235
SClayton,WFayette,1076,192,0,475,1411,2,1551,1603,2,1268,1888,3156
SClayton,EFayette,2487,502,3,2882,8868,4,5369,9370,7,2992,11754,14746
SClayton,NGwinnett,18,2,0,7,19,0,25,21,0,20,26,46
SClayton,CentGwinnett,75,13,1,14,66,1,89,79,2,89,81,170
SClayton,EGwinnett,11,2,0,10,4,0,21,6,0,13,14,27
SClayton,Norcross,136,38,0,26,39,0,162,77,0,174,65,239
SClayton,Lilburn,48,13,0,15,60,0,63,73,0,61,75,136
SClayton,Snellville,59,9,0,16,42,0,75,51,0,68,58,126
SClayton,NHenry,2656,570,5,4226,12299,8,6882,12869,13,3231,16533,19764
SClayton,EHenry,742,141,1,391,1419,2,1133,1560,3,884,1812,2696
SClayton,SHenry,3035,581,4,2263,7755,5,5298,8336,9,3620,10023,13643
SClayton,SRockdale,190,42,0,59,195,0,249,237,0,232,254,486
SClayton,NRockdale,200,37,0,46,142,0,246,179,0,237,188,425
SClayton,NBarrow,0,0,0,0,17,0,0,17,0,0,17,17
SClayton,SBarrow,1,0,0,1,4,0,2,4,0,1,5,6
SClayton,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SClayton,NEBartow,0,0,0,1,0,0,1,0,0,0,1,1
SClayton,SWBartow,2,0,0,1,5,0,3,5,0,2,6,8
SClayton,Cartersville,4,1,0,0,13,0,4,14,0,5,13,18
SClayton,NECarroll,4,2,0,5,12,0,9,14,0,6,17,23
SClayton,WCarroll,3,0,0,2,2,0,5,2,0,3,4,7
SClayton,CentralCarroll,18,1,0,9,19,0,27,20,0,19,28,47
SClayton,SECarroll,6,2,0,1,1,0,7,3,0,8,2,10
SClayton,WCoweta,40,14,0,10,37,0,50,51,0,54,47,101
SClayton,NCoweta,372,73,0,110,192,0,482,265,0,445,302,747
SClayton,SCoweta,36,8,0,9,60,0,45,68,0,44,69,113
SClayton,SECoweta,138,31,0,53,159,0,191,190,0,169,212,381
SClayton,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
SClayton,Cumming,2,0,0,3,4,0,5,4,0,2,7,9
SClayton,SForsyth,9,2,0,6,0,0,15,2,0,11,6,17
SClayton,NHall,0,0,0,0,0,0,0,0,0,0,0,0
SClayton,Gainesville,0,0,0,0,1,0,0,1,0,0,1,1
SClayton,SHall,2,0,0,1,1,0,3,1,0,2,2,4
SClayton,WNewton,282,65,0,54,141,0,336,206,0,347,195,542
SClayton,ENewton,15,3,0,8,10,0,23,13,0,18,18,36
SClayton,NPaulding,6,1,0,2,9,0,8,10,0,7,11,18
SClayton,WPaulding,1,1,0,1,2,0,2,3,0,2,3,5
SClayton,EPaulding,24,4,0,12,26,0,36,30,0,28,38,66
SClayton,NSpalding,721,146,1,371,1014,1,1092,1160,2,868,1386,2254
SClayton,SSpalding,400,65,0,111,249,0,511,314,0,465,360,825
SClayton,WWalton,19,8,0,9,20,0,28,28,0,27,29,56
SClayton,EWalton,16,2,0,2,5,0,18,7,0,18,7,25
NWCobb,NFulton,1604,293,1,465,1131,12,2069,1424,13,1898,1608,3506
NWCobb,Roswell,1268,264,0,481,1099,6,1749,1363,6,1532,1586,3118
NWCobb,SandySprings,1946,332,24,378,908,14,2324,1240,38,2302,1300,3602
NWCobb,Buckhead,1704,293,28,357,1022,13,2061,1315,41,2025,1392,3417
NWCobb,NWAtlanta,674,137,0,117,223,1,791,360,1,811,341,1152
NWCobb,NEAtlanta,1052,204,41,217,529,17,1269,733,58,1297,763,2060
NWCobb,SWAtlanta,460,92,9,105,267,4,565,359,13,561,376,937
NWCobb,CBDAtlanta,909,188,156,120,527,18,1029,715,174,1253,665,1918
NWCobb,SEAtlanta,220,55,3,47,120,4,267,175,7,278,171,449
NWCobb,SFulton,241,49,3,50,108,1,291,157,4,293,159,452
NWCobb,Tri-Cities,281,78,0,47,97,2,328,175,2,359,146,505
NWCobb,Shannon,147,29,0,42,38,0,189,67,0,176,80,256
NWCobb,WCherokee,449,82,0,190,653,2,639,735,2,531,845,1376
NWCobb,NCherokee,161,23,0,79,250,0,240,273,0,184,329,513
NWCobb,ECentCherokee,2815,512,0,1565,4023,11,4380,4535,11,3327,5599,8926
NWCobb,Woodstock,8091,1525,13,9375,27582,21,17466,29107,34,9629,36978,46607
NWCobb,Airport,160,27,15,10,18,0,170,45,15,202,28,230
NWCobb,NEClayton,160,35,1,32,105,0,192,140,1,196,137,333
NWCobb,Riverdale,38,16,2,19,16,0,57,32,2,56,35,91
NWCobb,SClayton,50,16,0,20,48,2,70,64,2,66,70,136
NWCobb,NWCobb,56386,10631,65,105870,255866,253,162256,266497,318,67082,361989,429071
NWCobb,NECobb,9958,1822,7,10366,25448,54,20324,27270,61,11787,35868,47655
NWCobb,SWCobb,3591,688,0,4574,13826,13,8165,14514,13,4279,18413,22692
NWCobb,Marietta,9872,1889,50,10357,24542,123,20229,26431,173,11811,35022,46833
NWCobb,Cumberland,5566,959,28,1927,4999,31,7493,5958,59,6553,6957,13510
NWCobb,SCobb,1921,374,4,1131,3232,6,3052,3606,10,2299,4369,6668
NWCobb,Chamblee,1153,209,14,216,457,5,1369,666,19,1376,678,2054
NWCobb,NWDeKalb,478,101,6,97,276,1,575,377,7,585,374,959
NWCobb,NEDeKalb,373,80,0,90,151,2,463,231,2,453,243,696
NWCobb,Atlanta-DeKalb,66,13,0,22,26,2,88,39,2,79,50,129
NWCobb,Decatur,62,19,3,17,47,1,79,66,4,84,65,149
NWCobb,SWDeKalb,90,29,2,26,34,0,116,63,2,121,60,181
NWCobb,SEDeKalb,48,19,1,21,39,1,69,58,2,68,61,129
NWCobb,SDeKalb,116,29,0,34,69,0,150,98,0,145,103,248
NWCobb,WDouglas,398,60,0,96,308,0,494,368,0,458,404,862
NWCobb,EDouglas,842,150,0,293,783,1,1135,933,1,992,1077,2069
NWCobb,WFayette,37,7,0,24,21,0,61,28,0,44,45,89
NWCobb,EFayette,37,2,0,13,43,0,50,45,0,39,56,95
NWCobb,NGwinnett,94,25,0,39,42,0,133,67,0,119,81,200
NWCobb,CentGwinnett,274,46,0,104,121,0,378,167,0,320,225,545
NWCobb,EGwinnett,31,7,0,20,14,1,51,21,1,38,35,73
NWCobb,Norcross,574,93,2,96,193,0,670,286,2,669,289,958
NWCobb,Lilburn,79,11,1,33,53,1,112,64,2,91,87,178
NWCobb,Snellville,52,1,0,24,41,0,76,42,0,53,65,118
NWCobb,NHenry,36,10,0,6,26,0,42,36,0,46,32,78
NWCobb,EHenry,10,2,0,5,5,0,15,7,0,12,10,22
NWCobb,SHenry,17,7,0,10,64,1,27,71,1,24,75,99
NWCobb,SRockdale,13,2,0,11,7,0,24,9,0,15,18,33
NWCobb,NRockdale,20,3,0,8,13,0,28,16,0,23,21,44
NWCobb,NBarrow,1,0,0,3,2,0,4,2,0,1,5,6
NWCobb,SBarrow,6,0,0,3,13,0,9,13,0,6,16,22
NWCobb,NWBartow,398,80,0,120,313,1,518,393,1,478,434,912
NWCobb,NEBartow,430,86,0,172,391,1,602,477,1,516,564,1080
NWCobb,SWBartow,723,147,0,308,1166,6,1031,1313,6,870,1480,2350
NWCobb,Cartersville,3751,715,0,2724,8165,6,6475,8880,6,4466,10895,15361
NWCobb,NECarroll,211,38,0,39,197,0,250,235,0,249,236,485
NWCobb,WCarroll,12,3,0,3,12,0,15,15,0,15,15,30
NWCobb,CentralCarroll,128,23,0,40,74,0,168,97,0,151,114,265
NWCobb,SECarroll,9,0,0,9,5,0,18,5,0,9,14,23
NWCobb,WCoweta,9,1,0,6,8,0,15,9,0,10,14,24
NWCobb,NCoweta,36,6,0,21,27,0,57,33,0,42,48,90
NWCobb,SCoweta,1,0,0,1,0,0,2,0,0,1,1,2
NWCobb,SECoweta,0,1,0,4,26,0,4,27,0,1,30,31
NWCobb,NForsyth,68,12,0,44,87,0,112,99,0,80,131,211
NWCobb,Cumming,268,34,0,77,143,1,345,177,1,302,221,523
NWCobb,SForsyth,265,37,0,64,74,0,329,111,0,302,138,440
NWCobb,NHall,6,2,0,1,14,0,7,16,0,8,15,23
NWCobb,Gainesville,9,1,0,1,2,0,10,3,0,10,3,13
NWCobb,SHall,14,2,0,3,5,0,17,7,0,16,8,24
NWCobb,WNewton,10,3,0,6,4,0,16,7,0,13,10,23
NWCobb,ENewton,2,0,0,0,1,0,2,1,0,2,1,3
NWCobb,NPaulding,2775,576,0,3397,13004,0,6172,13580,0,3351,16401,19752
NWCobb,WPaulding,304,55,0,130,469,0,434,524,0,359,599,958
NWCobb,EPaulding,3344,709,0,2805,9136,2,6149,9845,2,4053,11943,15996
NWCobb,NSpalding,2,1,0,4,6,0,6,7,0,3,10,13
NWCobb,SSpalding,2,0,0,0,0,0,2,0,0,2,0,2
NWCobb,WWalton,3,0,0,7,7,0,10,7,0,3,14,17
NWCobb,EWalton,2,0,0,2,0,0,4,0,0,2,2,4
NECobb,NFulton,4795,890,12,2950,8682,24,7745,9572,36,5697,11656,17353
NECobb,Roswell,5080,900,10,5680,16543,24,10760,17443,34,5990,22247,28237
NECobb,SandySprings,6386,1095,66,5013,12070,74,11399,13165,140,7547,17157,24704
NECobb,Buckhead,2588,426,53,1087,2635,15,3675,3061,68,3067,3737,6804
NECobb,NWAtlanta,670,155,7,210,495,4,880,650,11,832,709,1541
NECobb,NEAtlanta,1316,242,79,404,810,54,1720,1052,133,1637,1268,2905
NECobb,SWAtlanta,421,81,12,175,289,20,596,370,32,514,484,998
NECobb,CBDAtlanta,1113,214,296,223,531,69,1336,745,365,1623,823,2446
NECobb,SEAtlanta,251,53,1,70,213,4,321,266,5,305,287,592
NECobb,SFulton,170,28,0,40,121,0,210,149,0,198,161,359
NECobb,Tri-Cities,257,66,5,41,113,1,298,179,6,328,155,483
NECobb,Shannon,116,25,0,39,128,1,155,153,1,141,168,309
NECobb,WCherokee,266,59,0,96,377,0,362,436,0,325,473,798
NECobb,NCherokee,81,19,0,37,141,0,118,160,0,100,178,278
NECobb,ECentCherokee,2141,415,0,1094,3476,0,3235,3891,0,2556,4570,7126
NECobb,Woodstock,5014,924,1,5694,17431,2,10708,18355,3,5939,23127,29066
NECobb,Airport,141,24,24,12,12,0,153,36,24,189,24,213
NECobb,NEClayton,172,47,1,43,80,0,215,127,1,220,123,343
NECobb,Riverdale,68,18,0,19,55,1,87,73,1,86,75,161
NECobb,SClayton,69,16,0,26,18,0,95,34,0,85,44,129
NECobb,NWCobb,10335,1884,8,10488,25863,48,20823,27747,56,12227,36399,48626
NECobb,NECobb,33119,5802,30,74103,166748,74,107222,172550,104,38951,240925,279876
NECobb,SWCobb,1227,230,0,674,1871,2,1901,2101,2,1457,2547,4004
NECobb,Marietta,8930,1603,44,10996,23139,138,19926,24742,182,10577,34273,44850
NECobb,Cumberland,8961,1521,59,8070,18941,59,17031,20462,118,10541,27070,37611
NECobb,SCobb,1481,259,5,963,2649,5,2444,2908,10,1745,3617,5362
NECobb,Chamblee,2656,452,23,1441,3567,16,4097,4019,39,3131,5024,8155
NECobb,NWDeKalb,753,152,9,214,526,9,967,678,18,914,749,1663
NECobb,NEDeKalb,621,95,0,228,463,3,849,558,3,716,694,1410
NECobb,Atlanta-DeKalb,64,18,2,30,62,0,94,80,2,84,92,176
NECobb,Decatur,71,9,3,20,41,3,91,50,6,83,64,147
NECobb,SWDeKalb,127,26,1,51,116,0,178,142,1,154,167,321
NECobb,SEDeKalb,94,18,0,36,73,0,130,91,0,112,109,221
NECobb,SDeKalb,157,30,0,43,180,0,200,210,0,187,223,410
NECobb,WDouglas,162,37,0,37,85,0,199,122,0,199,122,321
NECobb,EDouglas,374,87,0,94,197,0,468,284,0,461,291,752
NECobb,WFayette,52,10,0,11,36,0,63,46,0,62,47,109
NECobb,EFayette,42,7,0,6,24,0,48,31,0,49,30,79
NECobb,NGwinnett,288,50,0,83,227,0,371,277,0,338,310,648
NECobb,CentGwinnett,658,122,0,146,591,0,804,713,0,780,737,1517
NECobb,EGwinnett,81,16,0,20,49,0,101,65,0,97,69,166
NECobb,Norcross,1306,231,0,352,936,2,1658,1167,2,1537,1290,2827
NECobb,Lilburn,158,26,0,37,159,0,195,185,0,184,196,380
NECobb,Snellville,101,14,0,35,55,1,136,69,1,115,91,206
NECobb,NHenry,51,17,0,8,33,0,59,50,0,68,41,109
NECobb,EHenry,24,4,0,1,24,0,25,28,0,28,25,53
NECobb,SHenry,42,10,0,10,25,0,52,35,0,52,35,87
NECobb,SRockdale,23,3,0,9,26,0,32,29,0,26,35,61
NECobb,NRockdale,30,13,0,10,19,1,40,32,1,43,30,73
NECobb,NBarrow,12,1,0,6,18,0,18,19,0,13,24,37
NECobb,SBarrow,13,3,0,5,4,0,18,7,0,16,9,25
NECobb,NWBartow,134,21,0,33,65,0,167,86,0,155,98,253
NECobb,NEBartow,115,16,0,37,96,0,152,112,0,131,133,264
